query; baselineQuery; nlQuery; mlQuery
"SELECT t.""is_adult"", lo.""title_name_id"" FROM imdb2.""title"" as t INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" WHERE t.""runtime_minutes"" IS NULL AND t.""vote_amount"" IS NOT NULL AND t.""release_date_id"" BETWEEN '8' AND 'undefined' AND t.""is_adult"" = 'true' ORDER BY lo.""language_id"" ASC;";Form the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization. Return the columns is_adult and title_name_id. Only return the data for which runtime_minutes undefined, vote_amount undefined, release_date_id is is between 8 and undefined, is_adult equals 'true' is true.   Sort the result ascending by language_id.;Find the wether or not the title is rated adult and the title-name-ids for all titles [MASK] the runtime undefined, the number of votes undefined, the release year id is between 8 and undefined, the wether or not the title is rated adult is 'true'. Sort the result by the language-id in ascending order.;
"SELECT tg.""title_id"", tg.""genre_id"", t.""release_date_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""format"" as f ON t.""format_id"" = f.""format_id"" WHERE g.""genre_id"" <= '7' OR tg.""title_id"" > '149' AND tg.""genre_id"" >= '22' OR t.""title_name_id"" = '574305' ORDER BY f.""format"" ASC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and format. Return the columns title_id, genre_id and release_date_id. Only return the data for which genre_id is smaller or equal than '7', title_id is greater than '149', genre_id is greater or equal than '22', title_name_id equals '574305' is true.   Sort the result ascending by format.;Find the title-ids, the genre-ids and the release year ids for all titles [MASK] the genre-id is smaller or the same as '7', the title-id is larger than '149', the genre-id is greater or the same as '22', the title-name-id is '574305'. Sort the result by the format in ascending order.;
"SELECT pe.""deathhyear_id"", pe.""person_id"", n.""name"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""name"" as n ON pe.""name_id"" = n.""name_id"" WHERE pe.""person_id"" BETWEEN '471' AND '99' AND n.""name"" = 'Mattie Jackson' ORDER BY pe.""birthyear_id"" ASC;";Form the intersection that contains the corresponding entries of the tables person and name. Return the columns deathhyear_id, person_id and name. Only return the data for which person_id is is between 471 and 99, name equals 'Mattie Jackson' is true.   Sort the result ascending by birthyear_id.;Find the deathyear-ids, the person-ids and the names for all persons [MASK] the person-id is between 471 and 99, the name is 'Mattie Jackson'. Sort the result by the birthyear-id in ascending order.;
"SELECT y.""year"" FROM imdb2.""title"" as t INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" WHERE t.""title_name_id"" >= '3661079' OR t.""runtime_minutes"" IS NULL AND pe.""person_id"" >= '130' ORDER BY t.""is_adult"" DESC;";Form the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person. Return the column year. Only return the data for which title_name_id is greater or equal than '3661079', runtime_minutes undefined, person_id is greater or equal than '130' is true.   Sort the result descending by is_adult.;Find the years for all title and [MASK] corresponding year and year and [MASK] corresponding person [MASK] [MASK] the title-name-id is greater or the same as '3661079', the runtime undefined, the person-id is greater or the same as '130'. Sort the result by the wether or not the title is rated adult in descending order.;
"SELECT t.""title_name_id"", t.""title_id"", pe.""deathhyear_id"", p.""profession"" FROM imdb2.""title"" as t INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" INNER JOIN imdb2.""person_profession"" as pp ON pe.""person_id"" = pp.""person_id"" INNER JOIN imdb2.""profession"" as p ON pp.""profession_id"" = p.""profession_id"" WHERE t.""average_rating"" = '6.4' AND pp.""profession_id"" >= '41' ORDER BY y.""year"" DESC;";Form the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person and the intersection that contains the corresponding entries of the tables person and person_profession and the intersection that contains the corresponding entries of the tables person_profession and profession. Return the columns title_name_id, title_id, deathhyear_id and profession. Only return the data for which average_rating equals '6.4', profession_id is greater or equal than '41' is true.   Sort the result descending by year.;Find the title-name-ids, the title-ids, the deathyear-ids and the professions for all title and [MASK] corresponding year and year and [MASK] corresponding person and person and profession [MASK] [MASK] the average rating is '6.4', the profession-id is greater or the same as '41'. Sort the result by the year in descending order.;
"SELECT t.""title_name_id"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" WHERE pe.""person_id"" < '477' AND t.""release_date_id"" > '548' OR t.""is_adult"" = 'false' ORDER BY t.""release_date_id"" ASC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the column title_name_id. Only return the data for which person_id is smaller than '477', release_date_id is greater than '548', is_adult equals 'false' is true.   Sort the result ascending by release_date_id.;Find the title-name-ids for all person and [MASK] corresponding year and year and [MASK] corresponding title [MASK] [MASK] the person-id is smaller than '477', the release year id is larger than '548', the wether or not the title is rated adult is 'false'. Sort the result by the release year id in ascending order.;
"SELECT pe.""person_id"", pe.""deathhyear_id"", pe.""name_id"", y.""year_id"", t.""title_id"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" INNER JOIN imdb2.""language"" as l ON lo.""language_id"" = l.""language_id"" WHERE pe.""person_id"" BETWEEN '320' AND '129' AND t.""vote_amount"" IS NULL ORDER BY t.""title_id"" DESC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization and the intersection that contains the corresponding entries of the tables localization and language. Return the columns person_id, deathhyear_id, name_id, year_id and title_id. Only return the data for which person_id is is between 320 and 129, vote_amount undefined is true.   Sort the result descending by title_id.;Find the person-ids, the deathyear-ids, the name-ids, the year-ids and the title-ids for all person and [MASK] corresponding year and year and [MASK] corresponding title and title and [MASK] corresponding title_name and title_name and [MASK] corresponding localization and localization and [MASK] corresponding language [MASK] [MASK] the person-id is between 320 and 129, the number of votes undefined. Sort the result by the title-id in descending order.;
"SELECT t.""average_rating"", t.""is_adult"", t.""title_id"" FROM imdb2.""title"" as t INNER JOIN imdb2.""title_genre"" as tg ON t.""title_id"" = tg.""title_id"" INNER JOIN imdb2.""genre"" as g ON tg.""genre_id"" = g.""genre_id"" WHERE t.""is_adult"" = 'false' OR t.""title_name_id"" >= '5666278' ORDER BY t.""vote_amount"" DESC;";Form the intersection that contains the corresponding entries of the tables title and title_genre and the intersection that contains the corresponding entries of the tables title_genre and genre. Return the columns average_rating, is_adult and title_id. Only return the data for which is_adult equals 'false', title_name_id is greater or equal than '5666278' is true.   Sort the result descending by vote_amount.;Find the average ratings, the wether or not the title is rated adult and the title-ids for all titles [MASK] the wether or not the title is rated adult is 'false', the title-name-id is greater or the same as '5666278'. Sort the result by the number of votes in descending order.;
"SELECT t.""average_rating"", t.""title_name_id"", t.""runtime_minutes"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" WHERE g.""genre_id"" <= '25' OR t.""title_id"" <= '291' ORDER BY g.""genre_id"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title. Return the columns average_rating, title_name_id and runtime_minutes. Only return the data for which genre_id is smaller or equal than '25', title_id is smaller or equal than '291' is true.   Sort the result descending by genre_id.;Find the average ratings, the title-name-ids and the runtime for all titles [MASK] the genre-id is smaller or the same as '25', the title-id is smaller or the same as '291'. Sort the result by the genre-id in descending order.;
"SELECT y.""year_id"", t.""vote_amount"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" WHERE pe.""name_id"" BETWEEN '4536505' AND '2012792' AND y.""year_id"" < '189' ORDER BY tn.""title_name"" DESC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the columns year_id and vote_amount. Only return the data for which name_id is is between 4536505 and 2012792, year_id is smaller than '189' is true.   Sort the result descending by title_name.;Find the year-ids and the number of votes for all person and [MASK] corresponding year and year and [MASK] corresponding title and title and [MASK] corresponding title_name [MASK] [MASK] the name-id is between 4536505 and 2012792, the year-id is smaller than '189'. Sort the result by the name of title in descending order.;
"SELECT t.""title_id"", f.""format_id"" FROM imdb2.""title"" as t INNER JOIN imdb2.""format"" as f ON t.""format_id"" = f.""format_id"" WHERE t.""average_rating"" IS NOT NULL ORDER BY t.""title_id"" DESC;";Form the intersection that contains the corresponding entries of the tables title and format. Return the columns title_id and format_id. Only return the data for which average_rating undefined is true.   Sort the result descending by title_id.;Find the title-ids and the format-ids for all titles [MASK] the average rating undefined. Sort the result by the title-id in descending order.;
"SELECT pe.""person_id"", y.""year"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" INNER JOIN imdb2.""format"" as f ON t.""format_id"" = f.""format_id"" WHERE pe.""deathhyear_id"" BETWEEN '188' AND '541' OR t.""is_adult"" = 'true' AND f.""format_id"" BETWEEN '2' AND '5' ORDER BY t.""format_id"" ASC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and format. Return the columns person_id and year. Only return the data for which deathhyear_id is is between 188 and 541, is_adult equals 'true', format_id is is between 2 and 5 is true.   Sort the result ascending by format_id.;Find the person-ids and the years for all person and [MASK] corresponding year and year and [MASK] corresponding title and title and [MASK] corresponding format [MASK] [MASK] the deathyear-id is between 188 and 541, the wether or not the title is rated adult is 'true', the format-id is between 2 and 5. Sort the result by the format-id in ascending order.;
"SELECT t.""release_date_id"" FROM imdb2.""title"" as t INNER JOIN imdb2.""title_genre"" as tg ON t.""title_id"" = tg.""title_id"" INNER JOIN imdb2.""genre"" as g ON tg.""genre_id"" = g.""genre_id"" WHERE tg.""title_id"" < '170' ORDER BY t.""release_date_id"" DESC;";Form the intersection that contains the corresponding entries of the tables title and title_genre and the intersection that contains the corresponding entries of the tables title_genre and genre. Return the column release_date_id. Only return the data for which title_id is smaller than '170' is true.   Sort the result descending by release_date_id.;Find the release year ids for all titles [MASK] the title-id is smaller than '170'. Sort the result by the release year id in descending order.;
query, baselineQuery, nlQuery, mlQuery
query, baselineQuery, nlQuery, mlQuery
query, baselineQuery, nlQuery, mlQuery
query, baselineQuery, nlQuery, mlQuery
query, baselineQuery, nlQuery, mlQuery
query, baselineQuery, nlQuery, mlQuery
